term,course_subject,course_number,course_name,course_section,prof_name,total_enrollment,a_plus,a,a_minus,b_plus,b,b_minus,c_plus,c,c_minus,d_plus,d,f,w,inc,avg_gpa
Spring 2025,ARTS,264,Painting III,1,"GOLDBERG, G",8,1,0,2,3,1,0,0,1,0,0,0,0,0,0,3.288
Spring 2025,ARTS,273,Lithography,1,"MACKIE, L",16,2,5,3,1,0,2,0,0,1,0,0,0,2,0,3.536
Spring 2025,ARTS,282,VT: Ceramics II,1,"MITTAL, P",11,0,10,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Spring 2025,ARTS,282,VT: Ceramics II,2,"EBNER, R",12,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3.75
Spring 2025,ARTS,282,VT: Ceramics II,3,"HO, S",9,0,5,2,0,0,0,1,0,0,1,0,0,0,0,3.444
Spring 2025,ARTS,283,VT: Sculpture II,1,"MACDOUGALL III, M",8,3,2,0,0,0,0,0,0,0,0,0,0,3,0,4.0
Spring 2025,ARTS,284,Sculpture III,1,"MACDOUGALL III, M",3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Spring 2025,ARTS,333,Intro Social Engaged Art Pract,2,"SMOLARSKI-HEIMS, C",17,0,11,3,0,0,0,0,0,0,0,0,0,3,0,3.936
Spring 2025,ARTS,333,Intro Social Engaged Art Pract,1,"GRULLON, A",18,5,9,1,2,0,0,0,0,0,0,0,0,0,1,3.9
Spring 2025,ARTS,350,VT: Comparative Analysis,1,"KAUPER, K",13,0,12,0,0,0,0,0,1,0,0,0,0,0,0,3.846
Spring 2025,ARTS,350,VT: Comparative Analysis,2,"HAN, H",10,3,2,1,2,0,2,0,0,0,0,0,0,0,0,3.57
Spring 2025,ARTS,365,Specialized Topics in Painting,1,"AHN, S",5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3.6
Spring 2025,ARTS,365,Specialized Topics in Painting,2,"GOLDBERG, G",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Spring 2025,ARTS,369,VT: Ceramics III,1,"HO, S",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,369,VT: Ceramics III,2,"MITTAL, P",4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.75
Spring 2025,ARTS,379,Ceramics Special Projects,1,"EBNER, R",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,388,Becoming Insect,1,"LIEB, N",18,7,4,1,2,0,1,0,0,0,0,0,1,1,1,3.563
Spring 2025,ARTS,391,VT: Senior Project,1,"MULFORD, A",9,1,7,1,0,0,0,0,0,0,0,0,0,0,0,3.967
Spring 2025,ARTS,391,VT: Senior Project,2,"HO, S",10,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3.91
Spring 2025,ARTS,392,Senior Project II,1,"HO, S",5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3.94
Spring 2025,ARTS,392,Senior Project II,2,"MULFORD, A",8,4,2,1,1,0,0,0,0,0,0,0,0,0,0,3.875
Spring 2025,ARTS,397,Queerness & Disability in Art,1,"NAKAZAWA, N",15,8,6,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Spring 2025,ARTS,724,Contemporary Issues in the Vis,1,"HAN, H",5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,4.0
Spring 2025,ARTS,728,Sculpture Techniques,5,"HO, S",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,728,Sculpture Techniques,4,"MACDOUGALL III, M",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,728,Sculpture Techniques,3,"MACDOUGALL III, M",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,729,Individual Criticism,4,"KAUPER, K",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,729,Individual Criticism,3,"GOLDBERG, G",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,729,Individual Criticism,1,"BASS, C",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,729,Individual Criticism,6,"MACDOUGALL III, M",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,729,Individual Criticism,7,"MACDOUGALL III, M",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Spring 2025,ARTS,729,Individual Criticism,10,"GRECO, M",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,730,Seminar  Problems of New Forms,1,"KAUPER, K",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,778,Seminar in Project Management,1,"BASS, C",9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6203,Special Projects in Design,5,"HARRIS, S",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6203,Special Projects in Design,10,"MINIELLI, G",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6203,Special Projects in Design,16,"MITTAL, P",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6203,Special Projects in Design,4,"DIAZ, M",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6203,Special Projects in Design,3,"DODSON, L",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6203,Special Projects in Design,2,"MESA-PELLY, D",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6203,Special Projects in Design,9,"HARRIS, S",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7
Spring 2025,ARTS,6213,Special Projects in Fine Arts,11,"MACKIE, L",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6213,Special Projects in Fine Arts,8,"PEREDO, R",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6213,Special Projects in Fine Arts,7,"MACDOUGALL III, M",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6213,Special Projects in Fine Arts,6,"MACDOUGALL III, M",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6213,Special Projects in Fine Arts,4,"GOLDBERG, G",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6213,Special Projects in Fine Arts,1,"POWHIDA, W",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,6213,Special Projects in Fine Arts,9,"KRISTENSEN, A",6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,3.85
Spring 2025,ARTS,6213,Special Projects in Fine Arts,10,"AHN, S",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3.567
Spring 2025,ARTS,6213,Special Projects in Fine Arts,2,"KRISTENSEN, A",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Spring 2025,ARTS,7251,MFA Graduate Seminar I,1,"GOLDBERG, G",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,7252,MFA Graduate Seminar II,1,"GOLDBERG, G",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,7253,MFA Graduate Seminar III,1,"GOLDBERG, G",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,7254,MFA Graduate Seminar IV,1,"GOLDBERG, G",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,7272,Photography,9,"HARRIS, S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,7272,Photography,8,"MINIELLI, G",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,ARTS,7272,Photography,12,"NADEL, A",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7
Spring 2025,ASL,111,American Sign Language I,2,"FLAUCHER, R",26,1,2,7,3,1,2,2,0,1,0,0,3,4,0,2.841
Spring 2025,ASL,111,American Sign Language I,1,"FLAUCHER, R",25,1,1,3,3,2,4,3,0,0,0,2,4,2,0,2.378
Spring 2025,ASTR,1,General Astronomy,4,"OKOKO, G",61,0,22,12,8,3,1,1,3,0,0,0,3,7,1,3.374
Spring 2025,ASTR,1,General Astronomy,3,"CIVILETTI, M",102,2,1,6,10,17,25,8,9,6,5,2,10,1,0,2.384
Spring 2025,ASTR,1,General Astronomy,1,"CIVILETTI, M",99,0,2,3,10,10,11,15,8,4,3,7,20,5,1,1.935
Spring 2025,ASTR,1,General Astronomy,2,"BELL, K",73,9,5,1,2,4,6,6,5,6,3,5,20,1,0,1.908
Spring 2025,ASTR,2,General Astronomy with Lab,3,"OKOKO, G",15,0,4,7,0,0,0,0,2,0,0,0,2,0,0,3.06
Spring 2025,ASTR,2,General Astronomy with Lab,1,"BELL, K",27,0,2,2,6,4,1,2,1,2,0,1,4,2,0,2.436
Spring 2025,BALA,101,Business and Society,3,"KELLY, C",25,0,2,16,5,1,0,0,0,0,0,0,0,1,0,3.613
Spring 2025,BALA,101,Business and Society,1,"KELLY, C",25,0,7,10,2,1,2,1,1,0,1,0,0,0,0,3.424
Spring 2025,BALA,101,Business and Society,2,"LEVENTHAL, S",25,0,4,3,1,3,3,0,1,1,0,2,0,7,0,2.956
Spring 2025,BALA,101,Business and Society,5,"ADSETTS, P",40,1,1,5,7,5,6,7,2,2,0,2,1,1,0,2.726
Spring 2025,BALA,101,Business and Society,4,"LEVENTHAL, D",32,0,4,1,1,5,2,1,2,4,2,0,3,6,1,2.364
Spring 2025,BALA,200,Entrepreneurship & Innovation,2,"LEVENTHAL, S",13,0,6,2,0,3,2,0,0,0,0,0,0,0,0,3.523
Spring 2025,BALA,200,Entrepreneurship & Innovation,1,"LEVENTHAL, S",24,1,1,0,2,5,9,1,2,2,0,0,0,1,0,2.765
Spring 2025,BALA,250,Principles of Marketing,1,"LAROCHE, M",19,4,4,3,2,2,0,1,1,0,0,0,1,1,0,3.333
Spring 2025,BALA,302,Law and Ethics of Business,1,"LEVENTHAL, D",12,0,2,5,0,1,2,2,0,0,0,0,0,0,0,3.292
Spring 2025,BALA,302,Law and Ethics of Business,2,"MORRISON, T",13,1,1,2,3,2,1,2,0,0,0,0,1,0,0,2.969
Spring 2025,BALA,303,Strategic Mgmt & Leadership,2,"ADSETTS, P",15,1,1,4,3,5,1,0,0,0,0,0,0,0,0,3.36
Spring 2025,BALA,303,Strategic Mgmt & Leadership,1,"LEVENTHAL, S",21,0,5,2,2,3,4,2,1,0,0,0,0,2,0,3.179
Spring 2025,BALA,3913,Business Internship,1,"DANGELO, L",7,0,6,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Spring 2025,BALA,3983,VT: Special Topics in Business,1,"NAZERIAN, A",8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,BALA,103W,Critical Thinking in Business,1,"KUHN, S",19,1,5,6,2,2,3,0,0,0,0,0,0,0,0,3.521
Spring 2025,BALA,103W,Critical Thinking in Business,2,"LEVENTHAL, D",6,1,2,1,1,0,0,0,0,1,0,0,0,0,0,3.45
Spring 2025,BALA,201W,Business Communications,2,"NAZERIAN, A",16,0,11,2,3,0,0,0,0,0,0,0,0,0,0,3.831
Spring 2025,BALA,201W,Business Communications,1,"KUHN, S",19,0,8,7,4,0,0,0,0,0,0,0,0,0,0,3.742
Spring 2025,BIOCH,710,Advanced Biochemistry,1,"ROTENBERG, S",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Spring 2025,BIOCH,770,Physical Biochemistry,1,"SAMUNI, U",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.35
Spring 2025,BIOL,11,Intro to College Biology,1D,"EMMETT, J",20,6,8,3,1,0,0,0,0,0,0,0,0,0,2,3.911
Spring 2025,BIOL,11,Intro to College Biology,1D,"MUEHLBAUER, E",20,6,8,3,1,0,0,0,0,0,0,0,0,0,2,3.911
Spring 2025,BIOL,11,Intro to College Biology,1B,"EMMETT, J",20,6,6,7,1,0,0,0,0,0,0,0,0,0,0,3.86
Spring 2025,BIOL,11,Intro to College Biology,1B,"MUEHLBAUER, E",20,6,6,7,1,0,0,0,0,0,0,0,0,0,0,3.86
Spring 2025,BIOL,11,Intro to College Biology,1E,"EMMETT, J",20,4,11,1,1,1,0,0,0,1,0,0,0,1,0,3.774
Spring 2025,BIOL,11,Intro to College Biology,1E,"MUEHLBAUER, E",20,4,11,1,1,1,0,0,0,1,0,0,0,1,0,3.774
Spring 2025,BIOL,11,Intro to College Biology,1C,"EMMETT, J",20,7,6,4,2,0,0,0,1,0,0,0,0,0,0,3.77
Spring 2025,BIOL,11,Intro to College Biology,1C,"MUEHLBAUER, E",20,7,6,4,2,0,0,0,1,0,0,0,0,0,0,3.77
Spring 2025,BIOL,11,Intro to College Biology,1H,"EMMETT, J",20,0,10,7,2,0,0,0,1,0,0,0,0,0,0,3.725
Spring 2025,BIOL,11,Intro to College Biology,1H,"MUEHLBAUER, E",20,0,10,7,2,0,0,0,1,0,0,0,0,0,0,3.725
Spring 2025,BIOL,11,Intro to College Biology,1J,"EMMETT, J",20,2,8,3,3,1,1,0,0,0,0,0,0,2,0,3.706
Spring 2025,BIOL,11,Intro to College Biology,1J,"LARIAN, L",20,2,8,3,3,1,1,0,0,0,0,0,0,2,0,3.706
Spring 2025,BIOL,11,Intro to College Biology,1J,"MUEHLBAUER, E",20,2,8,3,3,1,1,0,0,0,0,0,0,2,0,3.706
Spring 2025,BIOL,11,Intro to College Biology,1G,"EMMETT, J",20,3,7,1,4,2,1,0,0,0,0,0,0,2,0,3.644
Spring 2025,BIOL,11,Intro to College Biology,1G,"MUEHLBAUER, E",20,3,7,1,4,2,1,0,0,0,0,0,0,2,0,3.644
Spring 2025,BIOL,11,Intro to College Biology,1M,"EMMETT, J",20,5,3,6,3,2,0,1,0,0,0,0,0,0,0,3.62
Spring 2025,BIOL,11,Intro to College Biology,1M,"MUEHLBAUER, E",20,5,3,6,3,2,0,1,0,0,0,0,0,0,0,3.62
Spring 2025,BIOL,11,Intro to College Biology,1L,"EMMETT, J",20,2,9,2,1,0,2,0,1,1,0,0,0,2,0,3.544
Spring 2025,BIOL,11,Intro to College Biology,1L,"MUEHLBAUER, E",20,2,9,2,1,0,2,0,1,1,0,0,0,2,0,3.544
Spring 2025,BIOL,11,Intro to College Biology,1K,"MUEHLBAUER, E",20,1,6,2,1,5,0,1,0,0,0,0,0,4,0,3.5
Spring 2025,BIOL,11,Intro to College Biology,1I,"EMMETT, J",20,1,5,3,4,4,0,0,0,1,0,0,0,2,0,3.444
Spring 2025,BIOL,11,Intro to College Biology,1I,"MUEHLBAUER, E",20,1,5,3,4,4,0,0,0,1,0,0,0,2,0,3.444
Spring 2025,BIOL,13,Writing Sci - Life Sci Themes,2,"MUEHLBAUER, E",25,9,13,2,0,0,0,0,0,0,0,0,0,1,0,3.975
Spring 2025,BIOL,40,Anatomy and Physiology I,1,"ILYAYEV, R",195,8,8,11,7,8,17,18,10,15,2,5,53,33,0,1.804
Spring 2025,BIOL,41,Anatomy and Physiology II,1,"SHERIDAN, E",97,7,12,9,13,8,8,6,9,5,0,3,4,11,2,2.87
Spring 2025,BIOL,44,Food and Human Microbiology,1A,"CHEEMA, S",17,1,0,0,2,3,1,3,4,0,0,1,2,0,0,2.247
Spring 2025,BIOL,44,Food and Human Microbiology,1B,"CHEEMA, S",12,1,1,0,2,1,2,0,1,0,0,0,4,0,0,2.083
Spring 2025,BIOL,45,Microbiology for Health Profes,1,"CHEEMA, S",17,0,4,1,1,3,4,3,1,0,0,0,0,0,0,3.041
Spring 2025,BIOL,105,Physiol & Cell Biol,1C,"FATH, K",22,1,1,1,1,2,0,3,0,1,1,1,2,8,0,2.279
Spring 2025,BIOL,105,Physiol & Cell Biol,1C,"GAROFALO, S",22,1,1,1,1,2,0,3,0,1,1,1,2,8,0,2.279
Spring 2025,BIOL,105,Physiol & Cell Biol,1D,"FATH, K",22,2,1,1,0,1,1,1,1,3,0,0,4,7,0,2.053
Spring 2025,BIOL,105,Physiol & Cell Biol,1D,"GAROFALO, S",22,2,1,1,0,1,1,1,1,3,0,0,4,7,0,2.053
Spring 2025,BIOL,105,Physiol & Cell Biol,1I,"FATH, K",18,0,1,1,0,1,0,3,2,1,0,2,2,5,0,1.946
Spring 2025,BIOL,105,Physiol & Cell Biol,1I,"GAROFALO, S",18,0,1,1,0,1,0,3,2,1,0,2,2,5,0,1.946
Spring 2025,BIOL,105,Physiol & Cell Biol,1F,"FATH, K",22,0,3,0,2,1,3,0,1,0,0,5,4,3,0,1.932
Spring 2025,BIOL,105,Physiol & Cell Biol,1F,"GAROFALO, S",22,0,3,0,2,1,3,0,1,0,0,5,4,3,0,1.932
Spring 2025,BIOL,105,Physiol & Cell Biol,1G,"FATH, K",22,1,1,2,0,0,4,1,1,2,1,3,4,2,0,1.91
Spring 2025,BIOL,105,Physiol & Cell Biol,1G,"GAROFALO, S",22,1,1,2,0,0,4,1,1,2,1,3,4,2,0,1.91
Spring 2025,BIOL,105,Physiol & Cell Biol,1H,"FATH, K",22,1,2,0,2,3,0,2,2,2,0,0,7,1,0,1.886
Spring 2025,BIOL,105,Physiol & Cell Biol,1H,"GAROFALO, S",22,1,2,0,2,3,0,2,2,2,0,0,7,1,0,1.886
Spring 2025,BIOL,105,Physiol & Cell Biol,1J,"FATH, K",19,0,1,0,1,2,1,0,4,2,0,2,3,2,1,1.838
Spring 2025,BIOL,105,Physiol & Cell Biol,1J,"GAROFALO, S",19,0,1,0,1,2,1,0,4,2,0,2,3,2,1,1.838
Spring 2025,BIOL,105,Physiol & Cell Biol,1A,"FATH, K",22,1,2,0,0,2,1,1,2,4,3,1,5,0,0,1.759
Spring 2025,BIOL,105,Physiol & Cell Biol,1A,"GAROFALO, S",22,1,2,0,0,2,1,1,2,4,3,1,5,0,0,1.759
Spring 2025,BIOL,105,Physiol & Cell Biol,1K,"FATH, K",22,2,0,0,1,1,2,2,1,0,0,4,5,4,0,1.683
Spring 2025,BIOL,105,Physiol & Cell Biol,1K,"GAROFALO, S",22,2,0,0,1,1,2,2,1,0,0,4,5,4,0,1.683
Spring 2025,BIOL,105,Physiol & Cell Biol,1B,"FATH, K",22,1,0,1,1,0,0,3,4,1,1,2,5,3,0,1.626
Spring 2025,BIOL,105,Physiol & Cell Biol,1B,"GAROFALO, S",22,1,0,1,1,0,0,3,4,1,1,2,5,3,0,1.626
Spring 2025,BIOL,105,Physiol & Cell Biol,1L,"FATH, K",22,1,1,0,1,1,0,0,2,4,3,2,5,2,0,1.55
Spring 2025,BIOL,105,Physiol & Cell Biol,1L,"GAROFALO, S",22,1,1,0,1,1,0,0,2,4,3,2,5,2,0,1.55
Spring 2025,BIOL,105,Physiol & Cell Biol,1E,"FATH, K",22,0,0,2,1,2,0,1,0,4,0,3,7,2,0,1.44
Spring 2025,BIOL,105,Physiol & Cell Biol,1E,"GAROFALO, S",22,0,0,2,1,2,0,1,0,4,0,3,7,2,0,1.44
Spring 2025,BIOL,106,Life-Form&Ecosystems,1H,"BAKER, M",21,2,1,2,1,1,7,4,1,1,0,0,0,0,1,2.875
Spring 2025,BIOL,106,Life-Form&Ecosystems,1H,"COLEMAN, J",21,2,1,2,1,1,7,4,1,1,0,0,0,0,1,2.875
Spring 2025,BIOL,106,Life-Form&Ecosystems,1E,"BAKER, M",17,1,1,2,2,4,2,0,1,4,0,0,0,0,0,2.835
Spring 2025,BIOL,106,Life-Form&Ecosystems,1E,"COLEMAN, J",17,1,1,2,2,4,2,0,1,4,0,0,0,0,0,2.835
Spring 2025,BIOL,106,Life-Form&Ecosystems,1C,"BAKER, M",20,0,2,1,2,6,4,1,1,0,1,1,0,1,0,2.826
Spring 2025,BIOL,106,Life-Form&Ecosystems,1C,"COLEMAN, J",20,0,2,1,2,6,4,1,1,0,1,1,0,1,0,2.826
Spring 2025,BIOL,106,Life-Form&Ecosystems,1F,"BAKER, M",19,0,0,2,2,2,6,4,1,1,0,0,0,1,0,2.728
Spring 2025,BIOL,106,Life-Form&Ecosystems,1F,"COLEMAN, J",19,0,0,2,2,2,6,4,1,1,0,0,0,1,0,2.728
Spring 2025,BIOL,106,Life-Form&Ecosystems,1G,"BAKER, M",20,2,3,1,2,1,3,2,1,0,2,1,1,1,0,2.716
Spring 2025,BIOL,106,Life-Form&Ecosystems,1G,"COLEMAN, J",20,2,3,1,2,1,3,2,1,0,2,1,1,1,0,2.716
Spring 2025,BIOL,106,Life-Form&Ecosystems,1A,"BAKER, M",17,0,2,1,3,4,0,3,1,0,2,1,0,0,0,2.712
Spring 2025,BIOL,106,Life-Form&Ecosystems,1A,"COLEMAN, J",17,0,2,1,3,4,0,3,1,0,2,1,0,0,0,2.712
Spring 2025,BIOL,106,Life-Form&Ecosystems,1D,"BAKER, M",15,0,0,1,1,2,5,2,0,0,0,1,0,3,0,2.675
Spring 2025,BIOL,106,Life-Form&Ecosystems,1D,"COLEMAN, J",15,0,0,1,1,2,5,2,0,0,0,1,0,3,0,2.675
Spring 2025,BIOL,106,Life-Form&Ecosystems,1B,"BAKER, M",20,0,2,1,1,2,2,1,2,2,1,0,0,6,0,2.671
Spring 2025,BIOL,106,Life-Form&Ecosystems,1B,"COLEMAN, J",20,0,2,1,1,2,2,1,2,2,1,0,0,6,0,2.671
Spring 2025,BIOL,200,Foundations Of Research In Bio,1,"ALVARADO, S",26,3,2,3,8,2,3,1,0,0,0,1,1,2,0,3.121
Spring 2025,BIOL,200,Foundations Of Research In Bio,1,"TAJERIAN, M",26,3,2,3,8,2,3,1,0,0,0,1,1,2,0,3.121
Spring 2025,BIOL,201,General Microbiology,1F,"DENNEHY, J",17,1,4,2,0,3,0,1,1,0,1,1,2,1,0,2.688
Spring 2025,BIOL,201,General Microbiology,1D,"DENNEHY, J",16,0,3,1,1,1,2,1,3,0,0,1,3,0,0,2.294
Spring 2025,BIOL,201,General Microbiology,1C,"DENNEHY, J",18,1,2,2,1,1,2,1,1,1,1,2,3,0,0,2.244
Spring 2025,BIOL,201,General Microbiology,1A,"DENNEHY, J",17,0,1,2,1,1,2,0,0,1,3,2,4,0,0,1.806
Spring 2025,BIOL,201,General Microbiology,1E,"DENNEHY, J",18,0,0,0,1,2,1,0,4,2,4,1,2,0,1,1.741
Spring 2025,BIOL,201,General Microbiology,1B,"DENNEHY, J",15,0,0,2,1,2,0,1,0,1,1,4,3,0,0,1.733
Spring 2025,BIOL,201,General Microbiology,1G,"DENNEHY, J",18,0,1,3,0,1,1,1,2,1,1,1,6,0,0,1.728
Spring 2025,BIOL,226,Comparative Vertebrate Anatomy,1A,"MA, P",19,0,1,1,2,2,1,3,5,1,0,1,0,2,0,2.506
Spring 2025,BIOL,226,Comparative Vertebrate Anatomy,1B,"MA, P",19,0,0,2,3,3,1,4,1,1,0,3,0,1,0,2.494
Spring 2025,BIOL,230,Biostatistics,1,"ACOSTA ALAMO, M",58,3,7,3,5,3,6,4,5,5,4,3,2,8,0,2.574
Spring 2025,BIOL,245,Evolution and Culture,1,"BAKER, M",23,1,1,1,1,2,3,2,5,4,0,1,0,2,0,2.452
Spring 2025,BIOL,285,Principles of Genetics,1F,"CHEEMA, S",20,2,3,4,3,0,1,0,0,1,1,0,2,3,0,2.965
Spring 2025,BIOL,285,Principles of Genetics,1F,"MELENDEZ, A",20,2,3,4,3,0,1,0,0,1,1,0,2,3,0,2.965
Spring 2025,BIOL,285,Principles of Genetics,1C,"CHEEMA, S",17,1,1,1,0,2,2,2,0,0,0,1,1,5,1,2.609
Spring 2025,BIOL,285,Principles of Genetics,1C,"MELENDEZ, A",17,1,1,1,0,2,2,2,0,0,0,1,1,5,1,2.609
Spring 2025,BIOL,285,Principles of Genetics,1G,"ACOSTA ALAMO, M",19,1,0,1,3,1,0,3,3,2,0,3,0,2,0,2.347
Spring 2025,BIOL,285,Principles of Genetics,1G,"CHEEMA, S",19,1,0,1,3,1,0,3,3,2,0,3,0,2,0,2.347
Spring 2025,BIOL,285,Principles of Genetics,1G,"MELENDEZ, A",19,1,0,1,3,1,0,3,3,2,0,3,0,2,0,2.347
Spring 2025,BIOL,285,Principles of Genetics,1E,"CHEEMA, S",14,0,1,2,0,2,0,0,3,0,1,1,1,3,0,2.336
Spring 2025,BIOL,285,Principles of Genetics,1E,"MELENDEZ, A",14,0,1,2,0,2,0,0,3,0,1,1,1,3,0,2.336
Spring 2025,BIOL,285,Principles of Genetics,1A,"ACOSTA ALAMO, M",17,2,0,0,3,1,1,1,0,1,1,2,2,3,0,2.207
Spring 2025,BIOL,285,Principles of Genetics,1A,"CHEEMA, S",17,2,0,0,3,1,1,1,0,1,1,2,2,3,0,2.207
Spring 2025,BIOL,285,Principles of Genetics,1A,"MELENDEZ, A",17,2,0,0,3,1,1,1,0,1,1,2,2,3,0,2.207
Spring 2025,BIOL,286,Principles of Cell Biology,1,"KARNAVAS, T",77,0,11,19,15,13,7,1,4,1,2,0,3,1,0,3.109
Spring 2025,BIOL,326,Adv Human Anat & Physiology II,1A,"VESANEN, M",10,1,1,2,1,0,0,0,0,1,0,0,0,4,0,3.4
Spring 2025,BIOL,362,Lab Tech. Molecular,1,"SHORT, T",13,0,2,2,5,1,1,0,1,0,0,0,0,0,1,3.3
Spring 2025,BIOL,365,Developmental Biology,1A,"DUBUC, T",16,4,10,2,0,0,0,0,0,0,0,0,0,0,0,3.963
Spring 2025,BIOL,365,Developmental Biology,2B,"DUBUC, T",18,3,4,8,0,1,1,0,0,1,0,0,0,0,0,3.611
Spring 2025,BIOL,368,The Biology of Cancer,1,"VESANEN, M",5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,3.26
Spring 2025,BIOL,374,Plant Physiology & Development,1,"SHORT, T",14,0,2,1,3,6,0,0,0,0,0,0,0,2,0,3.3
Spring 2025,BIOL,381,Colloquium in Biology,1,"ALVARADO, S",5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,3.46
Spring 2025,BIOL,585,Genetics,1B,"CHEEMA, S",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3
Spring 2025,BIOL,585,Genetics,1B,"MELENDEZ, A",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3
Spring 2025,BIOL,585,Genetics,1A,"ACOSTA ALAMO, M",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Spring 2025,BIOL,585,Genetics,1A,"CHEEMA, S",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Spring 2025,BIOL,585,Genetics,1A,"MELENDEZ, A",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Spring 2025,BIOL,645,Evol & Cult Beh,1,"BAKER, M",5,0,2,0,1,2,0,0,0,0,0,0,0,0,0,3.46
Spring 2025,BIOL,668,The Biology of Cancer,1,"VESANEN, M",4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1.6
Spring 2025,BIOL,674,Plant Physiology & Development,1,"SHORT, T",4,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3.3
Spring 2025,BIOL,3901,Research in Biology I,1,"BAKER, M",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
Spring 2025,BIOL,3902,Research in Biology I,1,"DUBUC, T",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Spring 2025,BIOL,3903,Research in Biology I,1,"ALVARADO, S",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
